scenario,outage,hour,kind,n_over,worst_branch,worst_kind,over_MW,worst_pct,wind_avail_MW,eir_cleared,eir_mw,eir_nodes,eir_new_overloads,eir_new_MW,eir_worsened,eir_resid_MW,eir_worst_new_pct,eir_max_load_pct,blind_cleared,blind_mw,blind_nodes,blind_new_overloads,blind_new_MW,blind_worsened,blind_resid_MW,blind_worst_new_pct,blind_max_load_pct,sum_cleared,sum_mw,sum_nodes,sum_new_overloads,sum_new_MW,sum_worsened,sum_resid_MW,sum_worst_new_pct,sum_max_load_pct,need_cleared,need_mw,need_nodes,need_new_overloads,need_new_MW,need_worsened,need_resid_MW,need_worst_new_pct,need_max_load_pct,mmx_cleared,mmx_mw,mmx_nodes,mmx_new_overloads,mmx_new_MW,mmx_worsened,mmx_resid_MW,mmx_worst_new_pct,mmx_max_load_pct,bvet_cleared,bvet_mw,bvet_nodes,bvet_new_overloads,bvet_new_MW,bvet_worsened,bvet_resid_MW,bvet_worst_new_pct,bvet_max_load_pct,nvet_cleared,nvet_mw,nvet_nodes,nvet_new_overloads,nvet_new_MW,nvet_worsened,nvet_resid_MW,nvet_worst_new_pct,nvet_max_load_pct,svet_cleared,svet_mw,svet_nodes,svet_new_overloads,svet_new_MW,svet_worsened,svet_resid_MW,svet_worst_new_pct,svet_max_load_pct,oldstep_cleared,oldstep_mw,oldstep_nodes,oldstep_new_overloads,oldstep_new_MW,oldstep_worsened,oldstep_resid_MW,oldstep_worst_new_pct,oldstep_max_load_pct,stale_cleared,stale_mw,stale_nodes,stale_new_overloads,stale_new_MW,stale_worsened,stale_resid_MW,stale_worst_new_pct,stale_max_load_pct,roster_cleared,roster_mw,roster_nodes,roster_new_overloads,roster_new_MW,roster_worsened,roster_resid_MW,roster_worst_new_pct,roster_max_load_pct,gper_cleared,gper_mw,gper_nodes,gper_new_overloads,gper_new_MW,gper_worsened,gper_resid_MW,gper_worst_new_pct,gper_max_load_pct,gnet_cleared,gnet_mw,gnet_nodes,gnet_new_overloads,gnet_new_MW,gnet_worsened,gnet_resid_MW,gnet_worst_new_pct,gnet_max_load_pct,gperv_cleared,gperv_mw,gperv_nodes,gperv_new_overloads,gperv_new_MW,gperv_worsened,gperv_resid_MW,gperv_worst_new_pct,gperv_max_load_pct,gnetv_cleared,gnetv_mw,gnetv_nodes,gnetv_new_overloads,gnetv_new_MW,gnetv_worsened,gnetv_resid_MW,gnetv_worst_new_pct,gnetv_max_load_pct,lp_cleared,lp_mw,lp_nodes,lp_new_overloads,lp_new_MW,lp_worsened,lp_resid_MW,lp_worst_new_pct,lp_max_load_pct,lp_feasible
WP2033,1021-2121-1,24,Line,1,3581-89516-1,Line,0.155,100.13,5301.4,1,0.094,8,0,0.0,0,0.0,0.0,100.1,1,0.078,1,0,0.0,0,0.0,0.0,100.1,1,0.078,1,0,0.0,0,0.0,0.0,100.1,1,0.078,1,0,0.0,0,0.0,0.0,100.1,1,0.078,1,0,0.0,0,0.0,0.0,100.1,1,0.078,1,0,0.0,0,0.0,0.0,100.1,1,0.078,1,0,0.0,0,0.0,0.0,100.1,1,0.078,1,0,0.0,0,0.0,0.0,100.1,1,0.078,1,0,0.0,0,0.0,0.0,100.1,1,0.078,1,0,0.0,0,0.0,0.0,100.1,1,0.078,1,0,0.0,0,0.0,0.0,100.1,1,0.088,8,0,0.0,0,0.0,0.0,100.1,1,0.088,8,0,0.0,0,0.0,0.0,100.1,1,0.088,8,0,0.0,0,0.0,0.0,100.1,1,0.088,8,0,0.0,0,0.0,0.0,100.1,1,0.078,1,0,0.0,0,0.0,0.0,100.1,1
WP2033,1021-2121-1,28,Line,1,3581-89516-1,Line,0.153,100.12,6215.6,1,0.097,10,0,0.0,0,0.0,0.0,100.1,1,0.072,1,0,0.0,0,0.0,0.0,100.1,1,0.072,1,0,0.0,0,0.0,0.0,100.1,1,0.072,1,0,0.0,0,0.0,0.0,100.1,1,0.072,1,0,0.0,0,0.0,0.0,100.1,1,0.072,1,0,0.0,0,0.0,0.0,100.1,1,0.072,1,0,0.0,0,0.0,0.0,100.1,1,0.072,1,0,0.0,0,0.0,0.0,100.1,1,0.072,1,0,0.0,0,0.0,0.0,100.1,1,0.072,1,0,0.0,0,0.0,0.0,100.1,1,0.072,1,0,0.0,0,0.0,0.0,100.1,1,0.085,10,0,0.0,0,0.0,0.0,100.1,1,0.085,10,0,0.0,0,0.0,0.0,100.1,1,0.085,10,0,0.0,0,0.0,0.0,100.1,1,0.085,10,0,0.0,0,0.0,0.0,100.1,1,0.072,1,0,0.0,0,0.0,0.0,100.1,1
WP2033,1021-2121-1,40,Line,1,1122-1742-1,Line,0.767,100.15,4672.8,1,1.138,42,0,0.0,0,0.0,0.0,100.1,1,0.452,1,0,0.0,0,0.0,0.0,100.1,1,0.452,1,0,0.0,0,0.0,0.0,100.1,1,0.452,1,0,0.0,0,0.0,0.0,100.1,1,0.452,1,0,0.0,0,0.0,0.0,100.1,1,0.452,1,0,0.0,0,0.0,0.0,100.1,1,0.452,1,0,0.0,0,0.0,0.0,100.1,1,0.452,1,0,0.0,0,0.0,0.0,100.1,1,0.452,1,0,0.0,0,0.0,0.0,100.1,1,0.452,1,0,0.0,0,0.0,0.0,100.1,1,0.452,1,0,0.0,0,0.0,0.0,100.1,1,0.633,42,0,0.0,0,0.0,0.0,100.1,1,0.633,42,0,0.0,0,0.0,0.0,100.1,1,0.633,42,0,0.0,0,0.0,0.0,100.1,1,0.633,42,0,0.0,0,0.0,0.0,100.1,1,0.452,1,0,0.0,0,0.0,0.0,100.1,1
WP2033,1021-2121-1,52,Line,2,T3464-3462-34641-1-w2,Transformer,1.307,100.13,5234.7,1,1.081,63,0,0.0,0,0.0,0.0,100.1,1,0.748,1,0,0.0,0,0.0,0.0,100.1,1,0.748,1,0,0.0,0,0.0,0.0,100.1,1,0.748,1,0,0.0,0,0.0,0.0,100.1,1,0.748,1,0,0.0,0,0.0,0.0,100.1,1,0.748,1,0,0.0,0,0.0,0.0,100.1,1,0.748,1,0,0.0,0,0.0,0.0,100.1,1,0.748,1,0,0.0,0,0.0,0.0,100.1,1,0.748,1,0,0.0,0,0.0,0.0,100.1,1,0.748,1,0,0.0,0,0.0,0.0,100.1,1,0.748,1,0,0.0,0,0.0,0.0,100.1,1,0.983,63,0,0.0,0,0.0,0.0,100.1,1,0.983,63,0,0.0,0,0.0,0.0,100.1,1,0.983,63,0,0.0,0,0.0,0.0,100.1,1,0.983,63,0,0.0,0,0.0,0.0,100.1,1,0.748,1,0,0.0,0,0.0,0.0,100.1,1
WP2033,1021-2121-1,109,Line,2,T3464-3462-34641-1-w2,Transformer,1.114,100.11,6746.1,1,0.401,60,0,0.0,0,0.0,0.0,100.1,1,0.278,1,0,0.0,0,0.0,0.0,100.1,1,0.278,1,0,0.0,0,0.0,0.0,100.1,1,0.278,1,0,0.0,0,0.0,0.0,100.1,1,0.278,1,0,0.0,0,0.0,0.0,100.1,1,0.278,1,0,0.0,0,0.0,0.0,100.1,1,0.278,1,0,0.0,0,0.0,0.0,100.1,1,0.278,1,0,0.0,0,0.0,0.0,100.1,1,0.277,1,0,0.0,0,0.0,0.0,100.1,1,0.278,1,0,0.0,0,0.0,0.0,100.1,1,0.277,1,0,0.0,0,0.0,0.0,100.1,1,0.365,60,0,0.0,0,0.0,0.0,100.1,1,0.365,60,0,0.0,0,0.0,0.0,100.1,1,0.365,60,0,0.0,0,0.0,0.0,100.1,1,0.365,60,0,0.0,0,0.0,0.0,100.1,1,0.277,1,0,0.0,0,0.0,0.0,100.1,1
WP2033,1021-2121-1,114,Line,1,3581-89516-1,Line,0.125,100.1,5115.9,1,0.006,6,0,0.0,0,0.0,0.0,100.1,1,0.005,1,0,0.0,0,0.0,0.0,100.1,1,0.005,1,0,0.0,0,0.0,0.0,100.1,1,0.005,1,0,0.0,0,0.0,0.0,100.1,1,0.005,1,0,0.0,0,0.0,0.0,100.1,1,0.005,1,0,0.0,0,0.0,0.0,100.1,1,0.005,1,0,0.0,0,0.0,0.0,100.1,1,0.005,1,0,0.0,0,0.0,0.0,100.1,1,0.005,1,0,0.0,0,0.0,0.0,100.1,1,0.005,1,0,0.0,0,0.0,0.0,100.1,1,0.005,1,0,0.0,0,0.0,0.0,100.1,1,0.005,6,0,0.0,0,0.0,0.0,100.1,1,0.005,6,0,0.0,0,0.0,0.0,100.1,1,0.005,6,0,0.0,0,0.0,0.0,100.1,1,0.005,6,0,0.0,0,0.0,0.0,100.1,1,0.005,1,0,0.0,0,0.0,0.0,100.1,1
WP2033,1021-2121-1,118,Line,1,3581-89516-1,Line,0.162,100.13,4463.0,1,0.114,8,0,0.0,0,0.0,0.0,100.1,1,0.095,1,0,0.0,0,0.0,0.0,100.1,1,0.095,1,0,0.0,0,0.0,0.0,100.1,1,0.095,1,0,0.0,0,0.0,0.0,100.1,1,0.095,1,0,0.0,0,0.0,0.0,100.1,1,0.095,1,0,0.0,0,0.0,0.0,100.1,1,0.095,1,0,0.0,0,0.0,0.0,100.1,1,0.095,1,0,0.0,0,0.0,0.0,100.1,1,0.095,1,0,0.0,0,0.0,0.0,100.1,1,0.095,1,0,0.0,0,0.0,0.0,100.1,1,0.095,1,0,0.0,0,0.0,0.0,100.1,1,0.107,8,0,0.0,0,0.0,0.0,100.1,1,0.107,8,0,0.0,0,0.0,0.0,100.1,1,0.107,8,0,0.0,0,0.0,0.0,100.1,1,0.107,8,0,0.0,0,0.0,0.0,100.1,1,0.095,1,0,0.0,0,0.0,0.0,100.1,1
WP2033,1021-2121-1,138,Line,1,3581-89516-1,Line,0.14,100.11,4944.5,1,0.051,8,0,0.0,0,0.0,0.0,100.1,1,0.042,1,0,0.0,0,0.0,0.0,100.1,1,0.042,1,0,0.0,0,0.0,0.0,100.1,1,0.042,1,0,0.0,0,0.0,0.0,100.1,1,0.042,1,0,0.0,0,0.0,0.0,100.1,1,0.042,1,0,0.0,0,0.0,0.0,100.1,1,0.042,1,0,0.0,0,0.0,0.0,100.1,1,0.042,1,0,0.0,0,0.0,0.0,100.1,1,0.042,1,0,0.0,0,0.0,0.0,100.1,1,0.042,1,0,0.0,0,0.0,0.0,100.1,1,0.042,1,0,0.0,0,0.0,0.0,100.1,1,0.047,8,0,0.0,0,0.0,0.0,100.1,1,0.047,8,0,0.0,0,0.0,0.0,100.1,1,0.047,8,0,0.0,0,0.0,0.0,100.1,1,0.047,8,0,0.0,0,0.0,0.0,100.1,1,0.042,1,0,0.0,0,0.0,0.0,100.1,1
WP2033,1021-2361-1,0,Line,1,3581-89516-1,Line,0.204,100.17,5299.5,1,0.201,13,0,0.0,0,0.0,0.0,100.1,1,0.158,1,0,0.0,0,0.0,0.0,100.1,1,0.158,1,0,0.0,0,0.0,0.0,100.1,1,0.158,1,0,0.0,0,0.0,0.0,100.1,1,0.158,1,0,0.0,0,0.0,0.0,100.1,1,0.158,1,0,0.0,0,0.0,0.0,100.1,1,0.158,1,0,0.0,0,0.0,0.0,100.1,1,0.158,1,0,0.0,0,0.0,0.0,100.1,1,0.158,1,0,0.0,0,0.0,0.0,100.1,1,0.158,1,0,0.0,0,0.0,0.0,100.1,1,0.158,1,0,0.0,0,0.0,0.0,100.1,1,0.19,13,0,0.0,0,0.0,0.0,100.1,1,0.19,13,0,0.0,0,0.0,0.0,100.1,1,0.19,13,0,0.0,0,0.0,0.0,100.1,1,0.19,13,0,0.0,0,0.0,0.0,100.1,1,0.158,1,0,0.0,0,0.0,0.0,100.1,1
WP2033,1021-2361-1,4,Line,1,3581-89516-1,Line,0.184,100.15,6364.3,1,0.173,10,0,0.0,0,0.0,0.0,100.1,1,0.126,1,0,0.0,0,0.0,0.0,100.1,1,0.126,1,0,0.0,0,0.0,0.0,100.1,1,0.126,1,0,0.0,0,0.0,0.0,100.1,1,0.126,1,0,0.0,0,0.0,0.0,100.1,1,0.126,1,0,0.0,0,0.0,0.0,100.1,1,0.126,1,0,0.0,0,0.0,0.0,100.1,1,0.126,1,0,0.0,0,0.0,0.0,100.1,1,0.126,1,0,0.0,0,0.0,0.0,100.1,1,0.126,1,0,0.0,0,0.0,0.0,100.1,1,0.126,1,0,0.0,0,0.0,0.0,100.1,1,0.163,10,0,0.0,0,0.0,0.0,100.1,1,0.163,10,0,0.0,0,0.0,0.0,100.1,1,0.163,10,0,0.0,0,0.0,0.0,100.1,1,0.163,10,0,0.0,0,0.0,0.0,100.1,1,0.126,1,0,0.0,0,0.0,0.0,100.1,1
